Access Of Foreign Data (AOFD);Coupling Between Objects (CBO);Cyclomatic Complexity (CC);Changing Classes (ChC);Changing Methods (CM);Depth Of Inheritance Hierarchy (DIT);Lines Of Code (LOC);Number of Accessor Methods (NAM);Number Of Child Classes (NOCC);Number Of Public Attributes (NOPA);Response For Class (RFC);Tight Class Cohesion (TCC);Weighted Chancging Methods (WCM);Weight Of a Class (WOC);Lack of Cohesion (LCOM);Refused Bequest Smell;Feature Envy Smell;Long Method Smell;Large Class Smell;Data Class Smell;Shotgun Surgery Smell
0.0;3;2;16;2;1;59;6;1;16;0;30;1;63;87;none;none;none;none;none;none
2.0;28;14;10;3;1;394;0;2;16;0;105;14;160;75;none;none;none;none;none;Shotgun Surgery
0.0;1;13;0;0;1;65;0;1;0;0;22;2;0;0;none;none;none;none;none;none
3.0;12;5;13;17;5;179;1;1;16;0;485;2;115;77;none;Feature Envy;none;none;none;none
0.0;2;1;2;6;2;13;0;1;2;0;20;0;100;0;none;none;none;none;none;none
1.0;7;7;6;0;2;121;0;1;9;0;71;2;150;70;none;none;none;none;none;none
2.0;13;4;9;8;2;105;3;1;12;0;59;6;100;76;none;Feature Envy;none;none;none;none
0.0;6;5;3;1;1;50;0;1;3;0;29;4;100;50;none;none;none;none;none;none
2.0;23;6;13;13;1;251;0;2;15;0;80;13;115;50;none;none;none;none;none;none
0.0;9;2;0;0;2;58;0;1;4;0;41;2;4;0;none;none;none;none;none;none
2.0;10;3;6;0;3;118;3;2;6;0;49;5;50;68;none;none;none;none;none;none
0.0;3;3;2;1;1;30;1;1;2;0;16;1;50;22;none;none;none;none;none;none
4.0;16;7;7;2;1;174;1;1;15;0;46;6;200;76;none;none;none;none;none;none
9.0;54;19;72;48;2;1344;10;1;79;0;338;28;96;96;none;none;none;Large Class;none;Shotgun Surgery
3.0;29;8;6;3;1;345;0;3;12;0;85;16;200;70;none;none;none;none;Data Class;Shotgun Surgery
0.0;2;1;7;3;1;24;0;1;2;5;14;1;29;46;none;none;none;none;none;none
1.0;5;8;4;1;2;64;0;1;3;1;62;3;75;61;none;none;none;none;none;none
0.0;1;3;23;22;1;41;0;1;1;22;14;1;4;100;none;none;Long Methodt;none;none;none
0.0;1;1;1;2;0;4;0;1;1;0;1;0;100;0;none;none;none;none;none;none
0.0;1;1;3;13;1;28;1;1;3;0;17;2;67;19;none;Feature Envy;none;none;none;none
1.0;3;2;1;0;2;15;0;1;1;0;30;2;100;50;none;none;none;none;none;none
0.0;3;2;9;8;2;69;0;2;9;0;31;1;100;0;none;none;none;none;none;none
1.0;6;2;1;0;1;21;0;1;1;0;16;2;100;0;none;none;none;none;none;none
3.0;14;7;6;36;1;232;0;4;8;0;57;11;133;66;none;none;none;none;none;none
0.0;2;1;0;0;1;14;0;1;0;0;11;0;0;0;none;none;none;none;none;none
3.0;9;7;5;1;3;92;0;1;5;0;98;5;100;46;none;none;none;none;none;none
2.0;4;1;1;0;1;21;0;1;1;0;18;3;100;0;none;none;none;none;none;none
8.0;55;26;29;18;5;835;5;4;33;0;681;22;97;79;none;none;none;none;none;Shotgun Surgery
0.0;1;_;6;1;1;9;0;1;0;6;11;0;0;0;none;none;none;none;none;none
1.0;10;6;6;1;2;65;2;1;6;0;35;8;67;66;none;none;none;none;none;none
0.0;5;6;3;0;1;45;0;1;3;0;22;3;100;0;none;none;none;none;none;none
1.0;13;4;15;14;1;194;1;3;19;0;50;6;120;94;none;Feature Envy;none;none;none;none
1.0;1;1;1;0;2;14;1;1;1;0;27;0;0;0;none;none;none;none;none;none
1.0;1;1;2;0;2;22;1;1;3;0;29;0;100;25;none;none;none;none;none;none
3.0;23;13;4;1;2;218;0;1;7;0;106;16;175;70;Refused Bequest;none;none;none;none;none
11.0;93;8;64;90;1;1290;0;5;71;0;264;37;111;96;none;none;none;none;none;none
2.0;11;2;3;1;2;75;0;1;4;0;35;5;133;40;none;none;none;none;none;none
2.0;10;4;0;0;1;92;0;3;0;0;26;5;0;16;none;none;none;none;none;none
1.0;6;4;2;0;2;37;0;1;2;0;27;5;100;0;none;none;none;none;none;none
2.0;7;1;1;0;2;20;0;1;1;0;36;4;100;0;none;none;none;none;none;none
0.0;0;1;1;5;0;4;0;1;1;0;1;0;100;0;none;none;none;none;none;none
3.0;22;7;7;4;2;355;0;1;15;0;101;12;214;79;none;none;none;none;Data Class;none
0.0;0;1;5;7;1;33;2;1;5;0;16;0;60;41;none;Feature Envy;none;none;none;none
1.0;11;3;7;9;1;74;0;1;7;0;40;4;100;45;none;none;none;none;none;none
2.0;17;5;12;11;1;176;0;1;16;0;52;5;133;66;none;Feature Envy;none;none;none;none
2.0;8;3;6;2;2;117;3;2;6;0;36;2;50;71;Refused Bequest;none;none;none;none;none
1.0;4;2;0;0;2;23;0;1;3;0;32;1;3;0;none;none;none;none;none;none
3.0;17;5;2;0;2;150;0;2;2;0;62;9;100;0;none;none;none;none;none;none
1.0;6;2;6;1;2;54;0;1;5;1;61;3;83;60;none;none;none;none;none;none
2.0;3;4;5;0;2;80;0;1;5;0;46;2;100;50;none;none;none;none;none;none
1.0;14;6;2;0;1;125;0;2;2;0;43;11;100;0;none;none;none;none;none;none
1.0;5;3;4;0;2;37;0;1;4;0;60;3;100;41;none;none;none;none;none;none
0.0;3;1;1;0;1;7;0;1;1;0;15;1;100;0;none;none;none;none;none;none
6.0;33;9;23;4;1;703;0;5;26;0;142;13;113;89;none;none;none;none;none;none
0.0;4;1;3;0;2;24;0;1;3;0;26;1;100;0;none;none;none;none;none;none
0.0;7;1;6;2;1;40;2;1;6;0;25;4;67;60;none;none;none;none;none;none
0.0;4;2;5;1;3;50;2;1;5;0;38;2;60;66;none;none;none;none;none;none
1.0;10;4;5;6;1;122;0;1;8;0;35;6;160;74;none;none;none;none;none;none
0.0;3;2;2;6;1;41;1;1;6;0;19;1;250;53;none;Feature Envy;none;none;none;none
5.0;33;17;43;57;1;923;0;2;47;0;184;22;109;98;none;none;none;Large Class;none;Shotgun Surgery
1.0;5;13;0;0;1;83;0;1;2;0;40;5;2;50;none;none;none;none;none;none
3.0;17;11;21;18;1;274;3;1;24;0;70;9;100;88;none;Feature Envy;none;none;none;none
2.0;7;6;2;0;2;50;0;1;3;0;59;6;150;50;none;none;none;none;none;none
3.0;10;9;16;25;1;204;0;1;16;0;51;11;100;89;none;Feature Envy;none;none;none;none
0.0;5;7;10;6;1;106;2;1;11;0;37;2;90;71;none;none;none;none;none;none
0.0;1;1;4;4;0;7;0;1;4;0;4;0;100;0;none;none;none;none;none;none
3.0;17;15;6;4;1;257;0;2;6;0;75;11;100;76;none;none;none;none;none;Shotgun Surgery
2.0;12;10;5;1;2;106;0;1;6;0;80;7;120;67;none;none;none;none;none;none
5.0;61;25;24;13;1;1365;11;3;37;0;229;28;108;89;none;none;none;Large Class;none;Shotgun Surgery
1.0;14;6;21;3;1;245;0;1;13;18;49;4;62;85;none;none;none;none;none;none
0.0;0;_;0;0;1;6;0;1;0;0;11;0;0;0;none;none;none;none;none;none
0.0;9;5;2;1;1;169;0;1;20;0;47;1;1000;76;none;none;none;none;none;none
0.0;0;1;2;1;0;5;0;1;2;0;2;0;100;0;none;none;none;none;none;none
3.0;23;8;21;10;1;525;0;4;28;0;104;10;133;89;none;Feature Envy;none;none;none;none
2.0;7;2;4;0;1;45;0;1;4;0;26;3;100;0;none;none;none;none;none;none
2.0;6;3;4;0;1;41;1;1;4;0;23;1;75;0;none;none;none;none;none;none
0.0;1;1;4;6;0;9;0;1;4;0;4;0;100;0;none;none;none;none;none;none
0.0;0;1;1;1;0;4;0;1;1;0;1;0;100;0;none;none;none;none;none;none
1.0;11;3;6;1;2;86;0;1;9;0;74;3;150;75;none;none;none;none;none;none
3.0;17;4;9;16;1;170;0;3;10;0;54;6;111;30;none;Feature Envy;none;none;none;none
0.0;3;4;2;0;1;55;0;1;3;0;18;1;150;56;none;none;none;none;none;none
0.0;5;1;3;1;1;17;0;1;2;0;19;2;67;0;none;none;none;none;none;none
2.0;12;11;1;0;1;47;0;1;2;0;30;8;200;0;none;none;none;none;none;none
0.0;8;1;5;4;1;75;0;2;5;0;38;2;100;42;none;Feature Envy;none;none;none;none
1.0;6;1;3;5;3;38;0;1;3;0;45;1;100;60;none;none;none;none;none;none
1.0;8;12;4;1;1;226;0;3;4;0;57;2;100;55;none;none;none;none;none;Shotgun Surgery
0.0;4;5;7;1;1;75;2;1;7;0;30;1;71;69;none;none;none;none;none;none
0.0;0;3;5;1;1;37;0;1;5;0;21;0;100;60;none;none;none;none;none;none
2.0;9;24;36;16;1;626;0;1;29;0;82;3;81;93;none;none;none;none;none;Shotgun Surgery
17.0;99;21;88;66;6;1414;15;8;87;0;765;41;82;96;none;none;none;none;none;Shotgun Surgery
0.0;4;2;1;0;1;9;0;1;1;0;16;3;100;0;none;none;none;none;none;none
0.0;5;4;1;0;2;18;0;1;1;0;20;3;100;0;none;none;none;none;none;none
0.0;4;1;1;0;5;8;0;1;1;0;36;2;100;0;none;none;none;none;none;none
0.0;3;2;2;0;1;11;0;1;2;0;17;2;100;0;none;none;none;none;none;none
0.0;3;1;1;0;2;13;0;1;1;0;19;1;100;0;none;none;none;none;none;none
1.0;3;2;9;5;1;32;0;1;0;9;12;1;0;51;none;none;none;none;none;none
1.0;6;4;2;0;2;20;0;1;2;0;39;2;100;0;none;none;none;none;none;none
20.0;174;63;106;190;1;2985;0;5;145;0;592;86;137;96;none;none;none;none;none;Shotgun Surgery
2.0;5;1;1;0;1;19;0;1;1;0;16;2;100;0;none;none;none;none;none;none
0.0;1;1;0;0;2;13;0;1;1;0;25;0;1;0;none;none;none;none;none;none
0.0;1;1;1;0;1;8;0;1;1;0;14;1;100;0;none;none;none;none;none;none
1.0;10;7;1;0;3;39;0;1;1;0;93;7;100;0;none;none;none;none;none;none
1.0;5;2;0;0;2;57;0;2;0;0;34;1;0;0;Refused Bequest;none;none;none;none;none
1.0;3;2;6;0;1;37;0;1;6;0;25;2;100;71;none;none;none;none;none;none
3.0;22;20;1;1;5;249;0;2;6;0;566;11;600;71;Refused Bequest;none;none;none;none;Shotgun Surgery
1.0;7;5;1;0;1;26;0;1;1;0;21;5;100;0;none;none;none;none;none;none
0.0;2;1;2;1;0;5;0;1;2;0;2;0;100;0;none;none;none;none;none;none
10.0;48;18;15;3;5;583;3;7;16;0;604;14;87;74;none;none;none;none;none;Shotgun Surgery
0.0;0;_;0;0;1;1;0;1;0;0;11;0;0;0;none;none;none;none;none;none
4.0;14;18;0;0;5;109;0;1;1;0;551;11;1;0;none;none;none;none;none;none
3.0;10;6;1;0;6;42;0;1;1;0;507;4;100;0;none;none;none;none;none;none
1.0;11;6;2;0;2;55;0;1;2;0;45;8;100;0;none;none;none;none;none;none
1.0;9;5;1;0;2;28;0;1;1;0;29;4;100;0;none;none;none;none;none;none
4.0;18;11;3;0;2;99;0;1;3;0;56;12;100;0;none;none;none;none;none;none
1.0;7;2;2;0;3;48;0;1;2;0;40;5;100;0;none;none;none;none;none;none
5.0;19;9;10;9;6;199;0;2;6;6;533;7;60;82;none;none;none;Large Class;none;none
0.0;4;2;4;1;1;54;0;1;4;0;25;3;100;68;none;none;none;none;none;none
2.0;8;1;2;0;3;54;0;1;2;0;40;5;100;33;none;none;none;none;none;none
1.0;7;2;2;0;3;48;0;1;2;0;40;5;100;0;none;none;none;none;none;none
2.0;9;5;2;0;3;71;0;1;2;0;43;6;100;0;none;none;none;none;none;none
26.0;113;23;59;19;5;1558;7;14;60;0;784;48;90;94;none;none;none;none;none;Shotgun Surgery
2.0;11;6;2;1;1;65;0;1;3;0;33;8;150;33;none;none;none;none;none;none
1.0;12;2;1;0;3;39;0;1;1;0;30;6;100;0;none;none;none;none;none;none
0.0;4;1;0;0;8;15;0;1;1;0;565;3;1;0;none;none;none;none;none;none
0.0;1;1;1;0;1;8;0;1;1;0;14;1;100;0;none;none;none;none;none;none
1.0;2;1;3;0;1;19;0;1;3;0;19;1;100;0;none;none;none;none;none;none
1.0;14;8;0;0;8;108;0;2;2;0;588;7;2;0;none;none;none;none;none;none
2.0;7;8;1;0;1;51;0;1;1;0;26;6;100;0;none;none;none;none;none;none
1.0;4;5;3;1;7;68;0;1;4;0;591;2;133;60;none;none;none;none;none;none
2.0;11;2;3;0;7;51;0;3;4;0;569;4;133;100;none;none;none;none;none;none
0.0;2;1;1;0;2;7;0;1;1;0;30;1;100;0;none;none;none;none;none;none
0.0;3;2;1;0;2;15;0;1;1;0;31;2;100;0;none;none;none;none;none;none
0.0;5;2;0;0;8;26;0;1;3;0;568;3;3;0;none;none;none;none;none;none
0.0;1;1;1;0;6;14;0;1;1;0;498;0;100;0;none;none;none;none;none;none
10.0;45;23;11;3;5;509;0;6;14;0;745;19;127;87;none;none;none;none;none;Shotgun Surgery
0.0;2;1;1;0;1;7;0;1;1;0;14;1;100;0;none;none;none;none;none;none
0.0;4;1;5;0;1;11;0;1;5;0;22;1;100;0;none;none;none;none;none;none
1.0;4;3;1;0;6;20;0;1;1;0;498;1;100;0;none;none;none;none;none;none
3.0;12;3;1;0;3;16;0;1;1;0;39;7;100;0;none;none;none;none;none;none
1.0;9;4;1;0;3;22;0;1;1;0;43;8;100;0;none;none;none;none;none;none
4.0;13;10;16;2;2;278;2;4;18;0;86;8;100;69;Refused Bequest;none;none;none;none;none
0.0;2;1;0;0;1;19;0;1;0;0;13;1;0;60;none;none;none;none;none;none
2.0;6;10;1;1;1;52;0;1;1;0;37;5;100;0;none;none;none;none;none;none
0.0;0;1;0;0;1;10;0;1;0;0;11;0;0;0;none;none;none;none;none;none
9.0;44;14;5;2;7;468;1;5;10;0;553;16;180;83;none;none;none;none;none;Shotgun Surgery
0.0;3;3;1;0;1;10;0;1;1;0;16;2;100;0;none;none;none;none;none;none
2.0;10;8;2;0;1;77;0;1;2;0;30;7;100;0;none;none;none;none;none;none
2.0;6;2;1;0;3;49;0;1;1;0;35;2;100;0;none;none;none;none;none;none
2.0;3;1;6;0;1;43;0;1;6;0;30;1;100;33;none;none;none;none;none;none
9.0;17;12;2;0;7;206;0;1;4;0;618;11;200;0;none;none;none;none;none;Shotgun Surgery
4.0;21;5;1;0;2;190;0;1;9;0;80;12;900;90;Refused Bequest;none;none;none;none;none
0.0;8;1;7;11;2;55;0;1;7;1;51;3;100;75;none;Feature Envy;none;none;none;none
1.0;4;3;1;4;2;17;0;1;1;0;37;0;100;0;Refused Bequest;none;none;none;none;none
2.0;7;7;8;2;2;66;0;1;4;4;46;4;50;65;Refused Bequest;none;none;none;none;none
2.0;8;6;2;2;2;74;0;1;3;0;48;5;150;0;Refused Bequest;none;none;none;none;none
2.0;8;7;2;1;2;107;0;1;2;1;46;4;100;66;Refused Bequest;none;none;none;none;Shotgun Surgery
2.0;7;18;2;1;2;88;0;1;3;1;46;4;150;75;Refused Bequest;none;none;none;none;Shotgun Surgery
1.0;7;11;3;4;2;78;0;2;3;1;42;0;100;50;Refused Bequest;none;none;none;none;none
0.0;1;1;1;1;0;3;0;1;1;0;1;0;100;0;none;none;none;none;none;none
1.0;7;1;1;0;2;18;0;1;1;0;40;3;100;0;Refused Bequest;none;none;none;none;none
2.0;9;5;2;0;2;45;0;1;2;0;44;4;100;66;Refused Bequest;none;none;none;none;none
3.0;12;12;1;0;2;77;0;1;1;0;50;5;100;50;Refused Bequest;none;none;none;none;Shotgun Surgery
3.0;8;14;4;1;2;67;0;1;1;3;40;1;25;56;Refused Bequest;none;none;none;none;none
0.0;0;1;1;1;2;7;0;1;0;1;35;0;0;100;Refused Bequest;none;none;none;none;none
0.0;4;2;5;3;2;25;0;1;2;2;39;1;40;77;Refused Bequest;none;none;none;none;none
1.0;4;3;3;4;2;56;0;1;4;0;41;1;133;65;Refused Bequest;none;none;none;none;none
1.0;4;4;2;3;2;37;0;1;2;0;40;2;100;0;Refused Bequest;none;none;none;none;none
2.0;7;5;4;1;2;41;0;1;1;3;44;3;25;50;Refused Bequest;none;none;none;none;none
0.0;5;6;3;1;2;80;0;1;4;1;53;2;133;40;Refused Bequest;none;none;none;none;none
2.0;12;6;4;3;2;93;0;1;7;2;53;3;175;73;Refused Bequest;none;none;none;none;none
3.0;12;4;1;0;2;42;0;1;3;0;50;7;300;0;Refused Bequest;none;none;none;none;none
2.0;6;1;1;0;2;15;0;1;1;0;39;1;100;0;Refused Bequest;none;none;none;none;none
0.0;7;8;2;2;2;53;0;1;3;0;44;4;150;0;Refused Bequest;none;none;none;none;none
3.0;18;8;7;2;2;182;0;1;5;2;70;13;71;85;Refused Bequest;none;none;none;none;none
0.0;0;1;2;3;2;6;1;1;1;1;36;0;0;50;Refused Bequest;none;none;none;none;none
1.0;5;2;2;1;2;15;0;1;1;1;37;0;50;50;Refused Bequest;none;none;none;none;none
1.0;4;2;3;3;2;25;0;1;3;1;40;1;100;50;Refused Bequest;none;none;none;none;none
1.0;4;2;1;0;2;15;0;1;1;0;36;0;100;0;Refused Bequest;none;none;none;none;none
0.0;3;2;1;1;2;12;0;1;1;0;36;0;100;50;Refused Bequest;none;none;none;none;none
5.0;7;10;1;0;2;75;0;1;2;0;42;3;200;0;Refused Bequest;none;none;none;none;none
0.0;4;2;1;0;2;15;0;1;1;0;37;1;100;0;Refused Bequest;none;none;none;none;none
0.0;4;2;1;0;2;13;0;1;1;0;38;0;100;0;Refused Bequest;none;none;none;none;none
3.0;14;13;1;0;2;94;0;1;1;0;56;5;100;0;Refused Bequest;none;none;none;none;Shotgun Surgery
11.0;8;11;7;10;2;110;2;1;8;0;56;5;86;72;none;Feature Envy;none;none;none;none
2.0;9;2;3;2;2;55;0;1;5;1;47;5;167;83;Refused Bequest;none;none;none;none;none
5.0;8;10;3;1;2;79;0;1;4;2;62;4;133;70;Refused Bequest;none;none;none;none;none
1.0;6;4;3;3;2;27;0;1;2;1;41;1;67;66;Refused Bequest;none;none;none;none;none
3.0;6;8;2;1;2;47;0;1;1;1;37;1;50;50;Refused Bequest;none;none;none;none;none
0.0;5;2;6;1;2;53;0;1;9;0;87;0;150;0;none;none;none;none;none;none
2.0;19;9;19;10;1;289;0;3;32;0;76;6;168;91;none;none;none;none;none;none
0.0;0;1;1;1;0;4;0;1;1;0;1;0;100;0;none;none;none;none;none;none
0.0;0;9;2;0;1;48;0;1;2;0;15;0;100;16;none;none;none;none;none;none
0.0;0;1;2;1;0;5;0;1;2;0;2;0;100;0;none;none;none;none;none;none
8.0;21;16;9;6;1;216;5;1;11;0;50;6;67;81;none;none;none;Large Class;none;Shotgun Surgery
1.0;3;2;11;19;1;60;0;1;11;0;35;0;100;30;none;Feature Envy;none;none;none;none
0.0;2;3;5;7;1;50;0;2;5;0;23;1;100;70;none;none;none;none;none;none
0.0;0;1;0;0;4;4;0;1;0;0;26;0;0;0;none;none;none;none;none;none
0.0;11;2;4;3;1;30;0;1;4;0;18;1;100;0;none;none;none;none;none;none
6.0;33;5;5;0;2;223;0;2;7;0;75;14;140;0;none;none;none;none;none;none
2.0;4;5;7;2;1;38;0;1;2;3;15;1;29;76;none;none;none;none;none;none
9.0;35;14;5;1;1;700;0;2;21;0;129;20;420;89;none;none;none;Large Class;none;Shotgun Surgery
0.0;1;1;11;1;1;22;0;1;10;2;29;8;91;91;none;none;none;none;none;none
0.0;0;1;2;3;1;13;1;1;2;0;14;0;50;0;none;none;none;none;none;none
0.0;0;1;0;0;4;3;0;1;0;0;26;0;0;0;none;none;none;none;none;none
0.0;5;8;6;4;1;88;0;2;6;0;35;4;100;83;none;none;none;none;none;none
1.0;3;8;2;0;1;43;0;1;3;0;26;4;150;25;none;none;none;none;none;none
2.0;3;5;3;0;3;42;0;1;3;0;37;1;100;75;none;none;none;none;none;none
0.0;2;1;6;1;0;8;0;1;6;0;6;0;100;0;none;none;none;none;none;none
0.0;9;2;4;1;2;47;2;1;4;0;28;0;50;53;none;none;none;none;none;none
1.0;3;5;8;5;3;87;1;1;11;0;43;1;125;63;none;Feature Envy;none;none;none;none
0.0;13;3;9;0;2;104;1;1;13;0;104;3;133;46;none;none;none;none;none;none
7.0;35;24;45;28;1;624;6;1;52;3;155;18;102;93;none;none;none;Large Class;none;Shotgun Surgery
0.0;0;1;0;0;4;7;0;1;0;0;24;0;0;0;none;Feature Envy;none;none;none;none
0.0;3;3;0;0;1;80;0;1;11;0;34;2;11;48;none;none;none;none;none;none
0.0;38;3;84;0;2;155;0;1;85;0;194;1;101;0;none;none;none;none;none;none
0.0;4;13;21;2;1;446;0;1;25;1;44;2;119;80;none;none;none;none;none;none
0.0;11;10;3;8;1;156;0;1;3;0;41;7;100;59;none;Feature Envy;none;none;none;none
1.0;1;8;6;7;1;65;0;1;7;0;22;0;117;78;none;Feature Envy;none;none;none;none
4.0;21;32;9;6;1;536;1;1;18;1;82;10;189;81;none;Feature Envy;none;none;none;Shotgun Surgery
0.0;1;1;2;0;0;8;0;2;2;0;2;0;100;0;none;none;none;none;none;none
0.0;1;1;1;1;0;3;0;1;1;0;1;0;100;0;none;none;none;none;none;none
6.0;30;12;47;31;1;803;1;2;71;0;158;10;149;95;none;none;none;none;none;none
0.0;0;1;0;0;1;10;0;1;0;0;11;0;0;0;none;none;none;none;none;none
0.0;0;1;7;1;0;10;0;1;7;0;7;0;100;0;none;none;none;none;none;none
1.0;3;11;10;1;4;148;1;1;8;3;52;1;70;72;none;none;none;none;none;none
36.0;53;18;89;1;1;5317;0;2;348;4;454;4;391;91;none;none;none;none;none;Shotgun Surgery
0.0;0;_;0;0;3;1;0;1;0;0;24;0;0;0;none;none;none;none;none;none
0.0;0;_;131;10;0;268;0;1;0;0;0;0;0;0;none;Feature Envy;none;none;none;none
4.0;5;144;8;1;1;2098;0;1;48;1;71;1;600;90;none;none;none;none;none;Shotgun Surgery
0.0;0;_;39;3;0;81;0;1;0;0;0;0;0;0;none;none;none;none;none;none
12.0;7;22;22;37;1;714;0;2;35;0;78;5;159;84;none;none;none;Large Class;none;none
0.0;0;1;2;1;1;6;0;1;0;0;11;0;0;100;none;none;none;none;none;none
5.0;24;7;14;9;1;592;0;1;40;0;126;21;286;0;none;none;none;Large Class;none;none
0.0;0;1;0;0;3;5;0;1;0;0;24;0;0;0;none;none;none;none;none;none
